OLN	uniprotID	SGD_id	length
YGL226W	P53077	S000003195	123
YBR255W	P38335	S000000459	694
YDR128W	Q03897	S000002535	1148
YHR151C	P38849	S000001194	526
YEL033W	P32633	S000000759	139
YKR080W	Q02046	S000001788	320
YMR228W	P14908	S000004841	341
YDL044C	P10849	S000002202	440
YMR097C	Q03151	S000004703	367
YHR168W	P38860	S000001211	518
YDR277C	P35198	S000002685	433
YGR023W	P53214	S000003255	551
YGR257C	P53320	S000003489	366
YGL236C	P53070	S000003205	669
YNL063W	P53944	S000005007	314
YDR140W	Q03920	S000002547	221
YOR160W	Q99189	S000005686	972
YKL186C	P34232	S000001669	184
YGR158C	P48240	S000003390	250
YJL050W	P47047	S000003586	1073
YAL034W-A	P39731	S000000032	289
YMR100W	Q03162	S000004706	620
YBR119W	P32605	S000000323	298
YKL074C	P36084	S000001557	527
YPL070W	Q02866	S000005991	612
YBR057C	P38236	S000000261	366
YOR298W	Q08750	S000005824	479
YGR055W	P50276	S000003287	574
YHL036W	P38734	S000001028	546
YDR386W	Q04149	S000002794	632
YGR206W	P42939	S000003438	101
YNR043W	P32377	S000005326	396
YMR004W	P40959	S000004606	511
YER042W	P40029	S000000844	184
YCL033C	P25566	S000000538	168
YHR023W	P08964	S000001065	1928
YOR326W	P19524	S000005853	1574
YKL129C	P36006	S000001612	1272
YAL029C	P32492	S000000027	1471
YMR109W	Q04439	S000004715	1219
YDR493W	Q03429	S000002901	123
YGL122C	P32505	S000003090	525
YPL190C	P38996	S000006111	802
YML117W	Q03735	S000004585	1134
YNL124W	P53919	S000005068	492
YGR031C-A	Q8TGN9	S000028636	163
YLR382C	P11325	S000004374	894
YMR080C	P30771	S000004685	971
YHR086W	Q00539	S000001128	523
YNL137C	P27929	S000005081	486
YPL126W	Q02931	S000006047	896
YKR048C	P25293	S000001756	417
YNL240C	P23503	S000005184	491
YIL007C	P40555	S000001269	220
YGR232W	P50086	S000003464	228
YDL040C	P12945	S000002198	854
YGR147C	P37293	S000003379	288
YPR131C	Q06504	S000006335	195
YMR069W	Q04751	S000004673	285
YOR253W	Q08689	S000005779	176
YOL070C	Q08229	S000005431	501
YHR199C-A	Q3E7Y6	S000029704	73
YLR457C	P52919	S000004449	319
YDR162C	Q12163	S000002569	236
YGL091C	P52920	S000003059	328
YPR155C	Q12374	S000006359	616
YJL116C	P46955	S000003652	337
YDR397C	Q92317	S000002805	146
YJL205C	Q02820	S000003742	53
YPR149W	Q12207	S000006353	173
YNL036W	P53615	S000004981	221
YBL024W	P38205	S000000120	684
YHR042W	P16603	S000001084	691
YPL006W	Q12200	S000005927	1170
YNL119W	P53923	S000005063	493
YGL211W	P53088	S000003179	359
YML031W	P32500	S000004493	655
YIL144W	P40460	S000001406	691
YOR372C	Q08887	S000005899	554
YMR145C	P40215	S000004753	560
YDL085W	Q07500	S000002243	545
YML120C	P32340	S000004589	513
YOL104C	Q12366	S000005464	352
YLR254C	Q06568	S000004244	189
YHR124W	P38830	S000001166	627
YLR265C	Q06148	S000004255	342
YHR004C	P38757	S000001046	446
YIL048W	P40527	S000001310	1151
YJL076W	P47035	S000003612	1189
YPL226W	Q08972	S000006147	1196
YOR156C	Q12216	S000005682	726
YCL017C	P25374	S000000522	497
YKR103W	P0CE68	S000001811	1218
YKL040C	P32860	S000001523	256
YDR176W	P32494	S000002583	702
YOL042W	Q08213	S000005402	363
YMR285C	Q03264	S000004898	515
YML118W	Q03210	S000004587	505
YBR212W	P32831	S000000416	672
YLR138W	Q99271	S000004128	985
YDL002C	Q03435	S000002160	203
YDL208W	P32495	S000002367	156
YPR052C	P11632	S000006256	93
YBR089C-A	P11633	S000002157	99
YDR456W	Q04121	S000002864	633
YFR002W	P34077	S000001898	839
YGL221C	P53081	S000003189	288
YMR309C	P32497	S000004926	812
YPL174C	P33420	S000006095	868
YPL211W	Q08962	S000006132	181
YNL078W	P53939	S000005022	407
YIL164C	P40447	S000001426	199
YJL126W	P47016	S000003662	307
YLR351C	P49954	S000004343	291
YDR383C	Q12493	S000002791	238
YLR315W	Q06162	S000004307	153
YLR328W	Q06178	S000004320	401
YNL123W	P53920	S000005067	997
YGR010W	P53204	S000003242	395
YHR077C	P38798	S000001119	1089
YHR170W	P38861	S000001213	518
YLR363C	Q12129	S000004355	218
YJR132W	P46970	S000003893	1048
YLR195C	P14743	S000004185	455
YJR112W	P47149	S000003873	201
YGR089W	P53253	S000003321	936
YKL171W	P36003	S000001654	928
YLR285W	Q05874	S000004275	261
YOR056C	Q08444	S000005582	459
YOR206W	P39744	S000005732	710
YLR002C	Q07896	S000003992	663
YPR144C	Q06512	S000006348	552
YPL093W	Q02892	S000006014	647
YNR053C	P53742	S000005336	486
YHR072W-A	Q6Q547	S000007455	58
YOL041C	Q08208	S000005401	459
YNL175C	P53883	S000005119	403
YDL148C	Q99207	S000002307	810
YNL110C	P53927	S000005054	220
YER002W	P40007	S000000804	231
YGR251W	P53317	S000003483	196
YDL014W	P15646	S000002172	327
YNL061W	P40991	S000005005	618
YPL043W	P37838	S000005964	685
YPL146C	Q12080	S000006067	455
YLR197W	Q12460	S000004187	504
YOR310C	Q12499	S000005837	511
YDL213C	Q07623	S000002372	225
YGR103W	P53261	S000003335	605
YOL144W	Q08287	S000005504	484
YJL010C	P47077	S000003547	666
YIL038C	P06102	S000001300	836
YPR072W	Q12514	S000006276	560
YJR072C	P47122	S000003833	385
YDL046W	Q12408	S000002204	173
YDR432W	Q01560	S000002840	414
YBR170C	P33755	S000000374	580
YMR091C	P32832	S000004697	435
YCR026C	P25353	S000000621	742
YEL016C	P39997	S000000742	493
YNL183C	P22211	S000005127	790
YEL062W	P39923	S000000788	615
YHL023C	P38742	S000001015	1146
YOR209C	P39683	S000005735	429
YGL067W	P53164	S000003035	384
YGR043C	P53228	S000003275	333
YNL251C	P53617	S000005195	575
YDR043C	Q03125	S000002450	231
YBR066C	P38082	S000000270	220
YNL129W	P53915	S000005073	240
YNR009W	P53718	S000005292	249
YDL167C	P32770	S000002326	719
YOR071C	Q08485	S000005597	598
YGL111W	P53136	S000003079	463
YER126C	P40078	S000000928	261
YLR007W	Q07913	S000003997	336
YDR288W	Q05541	S000002696	303
YDL105W	P43124	S000002263	402
YML023C	Q03718	S000004485	556
YHR133C	P38837	S000001175	291
YNL156C	P53898	S000005100	299
YDR026C	Q12457	S000002433	570
YPL233W	Q12143	S000006154	216
YJL041W	P14907	S000003577	823
YGR159C	P27476	S000003391	414
YNL091W	P53935	S000005035	1240
YJR062C	P40354	S000003823	457
YBR188C	P38302	S000000392	140
YML059C	Q04958	S000004524	1679
YER009W	P33331	S000000811	125
YAL015C	P31378	S000000013	399
YOL043C	Q08214	S000005403	380
YDR001C	P32356	S000002408	751
YBR001C	P35172	S000000205	780
YPR031W	Q12311	S000006235	748
YKR022C	P36118	S000001730	322
YJL208C	P08466	S000003744	329
YOR373W	P32336	S000005900	851
YOL069W	P33895	S000005430	451
YER006W	P40010	S000000808	520
YDR150W	Q00402	S000002557	2748
YOR098C	P20676	S000005624	1076
YKL068W	Q02629	S000001551	959
YMR047C	Q02630	S000004650	1113
YKL057C	P35729	S000001540	1037
YKR082W	P36161	S000001790	1157
YGL092W	P49687	S000003060	1317
YER105C	P40064	S000000907	1391
YIL115C	P40477	S000001377	1460
YBL079W	P38181	S000000175	1502
YML103C	P52593	S000004571	1655
YJL039C	P47054	S000003576	1683
YLR335W	P32499	S000004327	720
YDR192C	P49686	S000002600	430
YGL172W	Q02199	S000003140	472
YMR153W	Q03790	S000004762	475
YGR119C	P48837	S000003351	541
YAR002W	P39705	S000000063	539
YJL061W	P40368	S000003597	713
YDL116W	P52891	S000002274	726
YJR042W	P46673	S000003803	744
YDL089W	Q12066	S000002247	484
YDL193W	Q12063	S000002352	375
YGL151W	P53114	S000003119	1132
YPR168W	Q06213	S000006372	157
YHR195W	P38881	S000001238	321
YLR093C	Q12255	S000004083	253
YKL120W	P32332	S000001603	324
YAL051W	P39720	S000000048	1047
YKR064W	P36023	S000001772	863
YKL055C	P35731	S000001538	278
YPL052W	Q02803	S000005973	292
YNL099C	P50946	S000005043	238
YNL056W	P53949	S000005001	197
YCR095C	P25366	S000000691	362
YHL029C	P38738	S000001021	679
YDR067C	Q12454	S000002474	224
YGL038C	P31755	S000003006	480
YKL134C	P35999	S000001617	772
YPL134C	Q03028	S000006055	310
YOR222W	Q99297	S000005748	307
YML060W	P53397	S000004525	376
YGR179C	P53298	S000003411	406
YBR025C	P38219	S000000229	394
YGL055W	P21147	S000003023	510
Q0130	P61829	S000007274	76
YBR230C	P38325	S000000434	134
YIL136W	P16547	S000001398	393
YKR087C	P36163	S000001795	345
YDR316W	Q06668	S000002724	471
YHL020C	P21957	S000001012	404
YOL032W	Q08202	S000005392	246
YPR044C	A0A023PZI1	S000006248	117
YJR073C	P05375	S000003834	206
YDL096C	Q07521	S000002254	108
YDR360W	P87286	S000002768	144
YKR035C	P36129	S000001743	213
YLR338W	O94084	S000004330	285
YJL212C	P40897	S000003748	799
YPR194C	Q06593	S000006398	877
YBR129C	P38271	S000000333	328
YPR075C	Q06810	S000006279	360
YML065W	P54784	S000004530	914
YBR060C	P32833	S000000264	620
YLL004W	P54790	S000003927	616
YPR162C	P54791	S000006366	529
YNL261W	P50874	S000005205	479
YHR118C	P38826	S000001160	435
YGR038W	P53224	S000003270	222
YLR350W	Q06144	S000004342	216
YOR130C	Q12375	S000005656	292
YDL019C	Q12451	S000002177	1283
YHR073W	P38713	S000001115	996
YKR003W	Q02201	S000001711	448
YHR001W	P38755	S000001043	437
YJR051W	P21375	S000003812	501
YJL002C	P41543	S000003539	476
YOR103C	P46964	S000005629	130
YOR085W	P48439	S000005611	350
YDL232W	Q99380	S000002391	36
YGL226C-A	Q92316	S000003194	86
YML019W	Q03723	S000004481	332
YOR255W	Q08692	S000005781	278
YLR054C	Q12202	S000004044	724
YMR148W	P40219	S000004756	148
YFR039C	P43611	S000001935	510
YFL044C	P43558	S000001850	301
YHL013C	P38747	S000001005	307
YER154W	P39952	S000000956	402
YKL215C	P28273	S000001698	1286
YPL196W	Q08952	S000006117	273
YHR179W	Q03558	S000001222	400
YPL171C	P41816	S000006092	400
YDR071C	Q12447	S000002478	191
YER165W	P04147	S000000967	577
YGR078C	P48363	S000003310	199
YDR488C	P40960	S000002896	533
YOR269W	P39946	S000005795	494
YER007W	P39937	S000000809	518
YDR538W	P33751	S000002946	242
YBR279W	P38351	S000000483	445
YMR165C	P32567	S000004775	862
YMR174C	P01094	S000004786	68
YDR348C	Q05518	S000002756	499
YDR251W	P37304	S000002659	830
YJL104W	P42949	S000003640	149
YKR065C	P36147	S000001773	197
YLR008C	Q07914	S000003998	168
YIR006C	P32521	S000001445	1480
YGL094C	P53010	S000003062	1115
YKL025C	P36102	S000001508	679
YHR063C	P38787	S000001105	379
YIL145C	P40459	S000001407	309
YKR002W	P29468	S000001710	568
YOL115W	P53632	S000005475	584
YDL173W	Q12515	S000002332	295
YCR077C	P25644	S000000673	796
YJL223C	P0CE88	S000003759	120
YDR542W	Q03050	S000002950	120
YGL261C	P0CE93	S000003230	120
YGR294W	P53343	S000003526	120
YHL046C	P38725	S000001038	120
YIL176C	P0CE89	S000001438	120
YIR041W	P40585	S000001480	124
YKL224C	P35994	S000001707	123
YLL025W	Q12370	S000003948	124
YLL064C	P0CE91	S000003987	120
YMR325W	P0CE85	S000004944	124
YEL049W	P32612	S000000775	120
YOL161C	Q08322	S000005521	120
YOR394W	P0CE86	S000005921	164
YPL282C	P0CE87	S000006203	164
YLR037C	Q07987	S000004027	124
YBR301W	P38155	S000000505	120
YCR104W	P25610	S000000701	124
YLR461W	P53427	S000004453	120
YFL020C	P43575	S000001874	122
YNR076W	P0CE90	S000005359	120
YAR020C	P39545	S000000073	55
YAL068C	P0CE92	S000002142	120
YBL108C-A	Q3E770	S000007592	120
YLR199C	Q05778	S000004189	276
YNL015W	P0CT04	S000004960	75
YCL052C	P25580	S000000557	416
YGR178C	P53297	S000003410	722
YBR233W	P38151	S000000437	413
YDL053C	Q07362	S000002211	185
YJL128C	P08018	S000003664	668
YBR094W	P38254	S000000298	753
YBR295W	P38360	S000000499	1216
YKR095W-A	Q3E833	S000028512	88
YLR151C	Q12524	S000004141	340
YDR228C	P39081	S000002636	626
YBR186W	P38126	S000000390	564
YIL071C	P40512	S000001333	444
YKR097W	P10963	S000001805	549
YGL134W	P53124	S000003102	433
YNL289W	P24867	S000005233	279
YDL127W	P25693	S000002285	308
YHR071W	P38794	S000001113	229
YER059W	P40038	S000000861	420
YIL050W	P40186	S000001312	285
YPL219W	Q08966	S000006140	492
YDL179W	Q12477	S000002338	304
YEL058W	P38628	S000000784	557
YGR101W	P53259	S000003333	346
YBR222C	P38137	S000000426	543
YGR202C	P13259	S000003434	424
YER178W	P16387	S000000980	420
YBR221C	P32473	S000000425	366
YLR044C	P06169	S000004034	563
YDR081C	P32896	S000002488	925
YLR134W	P16467	S000004124	563
YGR087C	P26263	S000003319	563
YGL248W	P22434	S000003217	369
YOR360C	P06776	S000005887	526
YPR002W	Q12428	S000006206	516
YCL043C	P17967	S000000548	522
YOR328W	P51533	S000005855	1564
YIL013C	P40550	S000001275	1411
YPL058C	Q02785	S000005979	1511
YDR406W	Q04182	S000002814	1529
YNL231C	P53860	S000005175	351
YNL264C	P53844	S000005208	350
YNR070W	P53756	S000005353	1333
YGL013C	P12383	S000002981	1068
YBL005W	P33200	S000000101	976
YOR153W	P33302	S000005679	1511
YLR266C	Q06149	S000004256	701
YDR113C	P40316	S000002520	373
YMR076C	Q04264	S000004681	1277
YGR193C	P16451	S000003425	410
YBR035C	P38075	S000000239	228
YER149C	P40091	S000000951	420
YGR058W	P53238	S000003290	335
YOR036W	P32854	S000005562	288
YBL017C	P32319	S000000113	1579
YLR148W	P27801	S000004138	918
YPL154C	P07267	S000006075	405
YMR231W	P12868	S000004844	1029
YDR323C	P32609	S000002731	515
YJL053W	P40335	S000003589	379
YCR044C	P25625	S000000640	357
YLR064W	Q12144	S000004054	273
YFR023W	P39684	S000001919	611
YKR046C	P36139	S000001754	283
YDR079W	P38958	S000002486	111
YMR257C	P08468	S000004870	800
YBL080C	P33893	S000000176	541
YER058W	Q02771	S000000860	107
YER153C	P10355	S000000955	254
YOR158W	P17558	S000005684	318
YOR017W	P32606	S000005543	800
YJL023C	P47065	S000003560	347
YCR020C	P25362	S000000613	215
YJR034W	Q02772	S000003795	108
YPL159C	Q99373	S000006080	253
YLR067C	P32522	S000004057	965
YNR045W	P07390	S000005328	489
YGR222W	P10834	S000003454	293
YNL003C	P38921	S000004948	284
YBL030C	P18239	S000000126	318
YDR265W	Q05568	S000002673	337
YOL147C	Q12462	S000005507	236
YMR026C	Q04370	S000004628	399
YLR191W	P80667	S000004181	386
YGL153W	P53112	S000003121	341
YOL044W	Q08215	S000005404	383
YNL214W	P40155	S000005158	199
YHR160C	P38855	S000001203	283
YDL065C	Q07418	S000002223	342
YKL197C	P24004	S000001680	1043
YGR239C	P50091	S000003471	288
YAL055W	P39718	S000000051	180
YPL112C	Q02969	S000006033	394
YOR193W	Q08580	S000005719	376
YHR150W	P38848	S000001193	579
YDR479C	Q03370	S000002887	554
YJL210W	P32800	S000003746	271
YLR324W	Q06169	S000004316	523
YGR004W	P53203	S000003236	462
YBR168W	P38292	S000000372	413
YCL056C	P25584	S000000561	144
YDR329C	P28795	S000002737	441
YGR133W	P29340	S000003365	183
YDR244W	P35056	S000002652	612
YNL329C	P33760	S000005273	1030
YDR142C	P39108	S000002549	375
YGR077C	P53248	S000003309	589
YNL326C	P42836	S000005270	336
YOL003C	Q12006	S000005363	378
YDR459C	Q03289	S000002867	374
YJL179W	P46988	S000003715	109
YBR074W	P38244	S000000278	976
YGR240C	P16861	S000003472	987
YMR205C	P16862	S000004818	959
YIL107C	P40433	S000001369	827
YOL136C	Q12471	S000005496	397
YHR185C	P38872	S000001228	237
YNL317W	P42841	S000005261	465
YOR122C	P07274	S000005648	126
YNL158W	P53896	S000005102	198
YNL149C	P53903	S000005093	129
YML125C	Q12746	S000004594	312
YPL206C	Q08959	S000006127	321
YGL025C	P40356	S000002993	397
YBR196C	P12709	S000000400	554
YCR012W	P00560	S000000605	416
YKL127W	P33401	S000001610	570
YMR105C	P37012	S000004711	569
YCL004W	P25578	S000000510	521
YJR153W	P47180	S000003914	361
YNL316C	P32452	S000005260	334
YGR132C	P40961	S000003364	287
YGR231C	P50085	S000003463	310
YKL043W	P36093	S000001526	366
YDR281C	Q05637	S000002689	104
YOL084W	Q12252	S000005444	991
YER037W	P40025	S000000839	321
YAR071W	P35842	S000000094	467
YHR215W	P38693	S000001258	467
YDL236W	P19881	S000002395	312
YNL097C	P50947	S000005041	330
YDL106C	P07269	S000002264	559
YBR092C	P24031	S000000296	467
YFR034C	P07270	S000001930	312
YBR093C	P00635	S000000297	467
YDR481C	P11491	S000002889	566
YOL001W	P20052	S000005361	293
YGR233C	P17442	S000003465	1178
YML123C	P25297	S000004592	587
YPL031C	P17157	S000005952	305
YJL117W	P46956	S000003653	311
YCR037C	P25360	S000000633	923
YBR106W	P38264	S000000310	188
YBR296C	P38361	S000000500	574
YJL198W	P39535	S000003734	881
YNR013C	P27514	S000005296	894
YDR374C	Q06390	S000002782	306
YOR386W	P05066	S000005913	565
YJL097W	P40857	S000003633	217
YDR313C	Q06651	S000002721	286
YGL023C	P53191	S000002991	635
YER053C	P40035	S000000855	300
YML061C	P07271	S000004526	859
YLR273C	Q06216	S000004263	648
YIL045W	P40187	S000001307	538
YHR034C	P38768	S000001076	344
YNL267W	P39104	S000005211	1066
YGR086C	P53252	S000003318	339
YBL022C	P36775	S000000118	1133
YOR104W	Q12057	S000005630	282
YPR154W	Q06449	S000006358	215
YBL051C	P34217	S000000147	668
YOR363C	P52960	S000005890	996
YKL164C	Q03178	S000001647	341
YKL163W	Q03180	S000001646	325
YJL160C	P46999	S000003696	287
YPR113W	P06197	S000006317	220
YBL105C	P24583	S000000201	1151
YDR490C	Q03407	S000002898	766
YOL100W	Q12236	S000005460	1081
YDR466W	Q03306	S000002874	898
YIL042C	P40530	S000001304	394
YGL059W	P53170	S000003027	491
YMR123W	Q03880	S000004730	122
YMR008C	P39105	S000004610	664
YMR006C	Q03674	S000004608	706
YOL011W	Q08108	S000005371	686
YPL268W	P32383	S000006189	869
YDR501W	Q04383	S000002909	521
YDR183W	Q04004	S000002591	230
YOR281C	Q12017	S000005807	286
YGL008C	P05030	S000002976	918
YPL036W	P19657	S000005957	947
YGL006W	P38929	S000002974	1173
YER132C	P32634	S000000934	1753
YER003C	P29952	S000000805	429
YLR016C	Q07930	S000004006	204
YML107C	Q03760	S000004575	334
YCR024C-A	P32903	S000000619	40
YEL017C-A	P40975	S000002103	43
YDR276C	P87284	S000002684	55
YGL167C	P13586	S000003135	950
YNL082W	P14242	S000005026	873
YDL095W	P33775	S000002253	817
YAL023C	P31382	S000000021	759
YOR321W	P47190	S000005848	753
YJR143C	P46971	S000003904	762
YDL093W	P52867	S000002251	743
YGR199W	P42934	S000003431	759
YDR307W	Q06644	S000002715	662
YKL128C	P36069	S000001611	295
YGL037C	P53184	S000003005	216
YPL096W	Q02890	S000006017	363
YOR145C	Q99216	S000005671	274
YLR209C	Q05788	S000004199	311
YOR161C	Q12412	S000005687	539
YOR266W	P38969	S000005792	423
YBR022W	P38218	S000000226	177
YML069W	Q04636	S000004534	552
YPL144W	Q12245	S000006065	148
YCL047C	P25576	S000000552	258
YIL122W	P40473	S000001384	351
YBL035C	P38121	S000000131	705
YNL102W	P13382	S000005046	1468
YNL262W	P21951	S000005206	2222
YBR088C	P15873	S000000292	258
YJR006W	P46957	S000003766	487
YJR043C	P47110	S000003804	350
YDL102W	P15436	S000002260	1097
YCR014C	P25615	S000000607	582
YEL055C	P39985	S000000781	1022
YMR129W	P39685	S000004736	1337
YLL023C	Q12164	S000003946	279
YLR018C	Q12445	S000004008	299
YNL221C	P41812	S000005165	875
YNR052C	P39008	S000005335	433
YNL282W	P53833	S000005226	195
YBR257W	P38336	S000000461	279
YAL033W	P28005	S000000031	173
YGR030C	P53218	S000003262	158
YBR167C	P38291	S000000371	140
YBL018C	P38208	S000000114	133
YNL055C	P04840	S000005000	283
YIL114C	P40478	S000001376	281
YPL188W	Q06892	S000006109	414
YIL160C	P27796	S000001422	417
YGL205W	P13711	S000003173	748
YMR267W	P28239	S000004880	310
YHR075C	P38796	S000001117	400
YNR032W	P32838	S000005315	368
YDL134C	P23594	S000002292	369
YDL188C	P23595	S000002347	377
YDR075W	P32345	S000002482	308
YDR435C	Q04081	S000002843	328
YOL141W	Q08282	S000005501	695
YDR452W	Q04119	S000002860	674
YPL179W	P32945	S000006100	549
YLR014C	P07272	S000004004	904
YBR276C	P38148	S000000480	807
YGR123C	P53043	S000003355	513
YPL148C	Q12036	S000006069	173
YHR201C	P38698	S000001244	397
YML016C	P26570	S000004478	692
YDR436W	P33329	S000002844	710
YEL060C	P09232	S000000786	635
YMR297W	P00729	S000004912	532
YCL057W	P25375	S000000562	712
YER012W	P22141	S000000814	198
YOR362C	P21242	S000005889	288
YPR103W	P30656	S000006307	287
YJL001W	P38624	S000003538	215
YFR050C	P30657	S000001946	266
YMR314W	P40302	S000004931	234
YOL038W	P40303	S000005398	254
YBL041W	P23724	S000000137	241
YML092C	P23639	S000004557	250
YGR135W	P23638	S000003367	258
YIR008C	P10363	S000001447	409
YKL045W	P20457	S000001528	528
YIL095W	P40494	S000001357	810
YNL279W	P53835	S000005223	661
YJL108C	P42946	S000003644	383
YMR278W	Q03262	S000004891	622
YIL037C	P40534	S000001299	656
YPL192C	Q08931	S000006113	133
YPL156C	Q12498	S000006077	284
YIL117C	P40476	S000001379	318
YML047C	Q04705	S000004510	352
YDL039C	Q12459	S000002197	698
YGL053W	P53174	S000003021	237
YAR031W	P39551	S000000078	298
YDR300C	P32264	S000002708	428
YOR323C	P54885	S000005850	456
YER023W	P32263	S000000825	286
YDL043C	Q07350	S000002201	266
YKR086W	P15938	S000001794	1071
YGR006W	P33411	S000003238	251
YLL036C	P32523	S000003959	503
YJL203W	P32524	S000003739	280
YER013W	P24384	S000000815	1145
YMR268C	P49960	S000004881	444
YDR243C	P23394	S000002651	588
YNR011C	P20095	S000005294	876
YGR091W	P49704	S000003323	494
YGR075C	Q00723	S000003307	242
YML046W	P39682	S000004509	629
YDR473C	Q03338	S000002881	469
YKL012W	P33203	S000001495	583
YDR235W	Q03776	S000002643	544
YGL120C	P53131	S000003088	767
YAL032C	P28004	S000000030	379
YPL151C	Q12417	S000006072	451
YPR178W	P20053	S000006382	465
YBR237W	P21372	S000000441	849
YBR055C	P19735	S000000259	899
YHR165C	P33334	S000001208	2413
YDL030W	P19736	S000002188	530
YKL116C	P28708	S000001599	518
YDL214C	Q12310	S000002373	699
YKL181W	P32895	S000001664	427
YER099C	P38620	S000000901	318
YHL011C	P38689	S000001003	320
YBL068W	P38063	S000000164	326
YOL061W	Q12265	S000005422	496
YOR361C	P06103	S000005888	763
YBL064C	P34227	S000000160	261
YJL079C	P47032	S000003615	299
YKR013W	P36110	S000001721	329
YJL078C	P47033	S000003614	881
YDL055C	P41940	S000002213	361
YNL169C	P39006	S000005113	500
YGR170W	P53037	S000003402	1138
YMR308C	P32337	S000004925	1089
YDR013W	Q12488	S000002420	208
YJL072C	P40359	S000003608	213
YOL146W	Q12146	S000005506	194
YOL054W	Q12161	S000005415	406
YAL017W	P31374	S000000015	1356
YOL045W	Q08217	S000005405	1101
YMR137C	P30620	S000004745	661
YDR505C	P50896	S000002913	841
YML017W	P50109	S000004479	593
YLL010C	Q07800	S000003933	427
YLR019W	Q07949	S000004009	397
YDR055W	Q12355	S000002462	444
YDR032C	Q12335	S000002439	198
YKL076C	P36082	S000001559	127
YNL201C	P40164	S000005145	858
YLR376C	Q12318	S000004368	242
YBL046W	P38193	S000000142	441
YAL043C	Q01329	S000000041	785
