YORF	BY008_T1	BY008_T2	BY008_T3	BY008_T4	BY008_T5	BY008_T6	BY008_T7	BY008_T8	BY013_T1	BY013_T0	BY013_T2	BY013_T3	BY013_T4	BY013_T5	BY013_T6	BY013_T7	BY013_T8	BY005_T1	BY005_T2	BY005_T3	BY005_T4	BY005_T5	BY005_T6	BY005_T7	BY005_T8
YGR092W	4873.8	4441.8	1577.6	1436.1	2046.8	2448.7	2348.1	1890.3	2965.0	3103.0	3145.0	3177.6	3365.0	3933.9	4730.7	5969.4	5566.3	2639.3	2578.8	2979.2	3428.4	3451.0	4239.2	4993.0	4676.9
YLR018C	1347.5	2267.1	2580.1	3083.0	3061.7	3295.0	3522.7	2720.6	2446.6	2147.0	2223.0	2017.2	1735.3	1628.6	1330.7	1385.4	1378.5	2539.7	2564.2	2163.2	1409.3	1097.4	975.8	1022.2	1393.0
YAL044C	18115.9	16775.3	14914.8	14748.7	13718.6	12897.1	14629.2	12292.7	15368.7	15455.3	15650.4	15733.9	15735.8	15572.6	14593.3	16419.9	17870.0	14790.6	15614.6	15267.9	15068.2	14132.1	14630.3	12703.7	12324.5
YJR074W	4596.3	4613.0	3106.2	2868.8	2729.5	2395.8	3314.2	2988.7	4528.0	4454.8	4525.2	4283.9	4254.6	4355.9	4745.9	5608.0	4835.1	4328.9	5068.5	5075.7	4932.8	4845.3	5997.7	6446.9	5125.4
YCR017C	4205.4	3520.8	3238.1	3238.5	3090.0	2704.8	3528.7	4198.9	4028.2	3860.7	3986.4	3989.3	3770.5	3737.6	3701.6	4153.4	3705.5	4028.1	4075.5	3853.6	3921.4	3632.4	3795.2	3679.4	3985.2
YGL240W	51.4	70.0	51.0	52.4	57.9	59.0	58.1	86.3	65.9	57.4	53.8	55.1	69.6	66.2	97.8	106.7	84.0	44.6	40.5	69.6	77.5	79.3	149.4	78.8	60.2
YKR044W	1207.8	1676.2	1749.9	2336.2	2898.1	3037.9	2410.3	1684.0	1427.3	1246.4	1305.0	955.3	807.2	716.6	681.2	1031.5	872.2	1361.9	1626.6	1250.1	881.8	542.5	853.3	773.9	774.2
YFR045W	1587.9	1354.7	559.6	456.3	458.6	342.0	925.8	862.5	1079.5	1095.7	1263.1	1310.7	1536.0	1850.7	1822.2	1657.1	1518.1	947.4	1052.8	1335.5	1675.9	1600.9	1566.0	1570.1	1558.6
YCR014C	1591.2	1622.7	848.8	961.7	1057.5	1239.9	935.5	847.7	926.7	816.9	875.2	967.6	899.6	1079.9	1085.1	919.0	951.1	963.2	1023.8	828.7	763.5	805.2	842.3	1096.6	993.0
YPR175W	2260.6	2308.5	1426.8	1199.4	1281.3	1151.8	985.3	2097.2	1877.3	1951.5	1819.5	1610.2	1496.2	1544.0	1323.2	1366.3	935.7	1899.8	2265.1	1914.5	1597.0	1417.5	1394.8	1830.6	1538.4
YDR540C	1817.4	1826.3	1018.6	547.8	381.7	348.1	549.3	636.0	504.0	512.2	613.5	691.6	893.9	1376.0	1706.0	2068.6	1284.2	378.4	436.1	570.0	929.5	1384.8	2203.6	1198.8	700.8
YBR296C-A	24.4	35.5	37.5	29.7	25.3	22.1	20.3	20.1	19.5	17.2	18.3	19.6	26.0	22.2	25.3	31.2	28.0	17.7	18.3	16.1	18.7	24.0	20.0	24.8	29.6
YGR214W	10528.8	10200.2	12574.1	14406.8	15262.3	17407.3	16644.4	17593.6	16817.1	16692.4	16617.6	16731.6	16052.8	14543.5	8708.6	2778.4	3234.1	17105.3	16963.0	17308.7	16793.4	15259.0	13032.7	1737.4	2983.6
YBR053C	5158.0	3983.1	2706.6	1851.6	898.6	286.5	1465.3	2153.0	2503.7	2912.6	3068.4	3451.8	4237.6	4929.4	5767.0	5759.8	5940.0	2264.5	2155.7	3041.0	4399.8	5173.6	5578.1	6894.2	7799.7
YPL017C	376.5	264.2	157.3	131.0	85.0	62.2	106.2	116.1	152.5	169.0	222.4	249.0	356.1	522.9	707.4	763.2	871.5	151.3	115.0	207.7	371.3	459.3	672.7	635.0	852.8
YDR397C	4493.8	8235.0	8083.8	7328.0	6524.6	6544.1	6183.2	4691.7	4582.3	4584.6	4443.1	4072.7	3489.5	3190.1	3253.9	4485.4	5431.9	4554.6	5211.4	4684.7	3560.5	2665.7	2978.7	3867.8	5022.6
YJR014W	3381.0	4043.1	5194.1	5769.9	5945.5	6169.0	5516.6	4376.1	4216.4	4102.0	4051.4	3690.1	3420.2	3146.9	2977.9	3185.6	3357.0	3873.9	4168.9	3860.3	3344.3	2785.5	2759.3	2603.0	3064.9
YHR040W	612.9	1421.2	2356.0	3197.1	3776.0	4343.4	2335.8	1634.0	1327.3	1066.9	894.7	646.1	441.9	331.2	272.7	401.0	563.7	1448.1	1772.0	1084.9	523.9	269.0	283.9	330.7	739.0
YJR079W	955.4	918.4	836.8	779.4	806.7	438.3	398.4	369.4	248.5	243.8	232.3	223.5	268.1	286.0	495.5	724.2	769.2	148.5	183.3	217.3	227.4	300.7	408.9	655.8	706.3
YJL043W	113.3	110.1	97.7	92.4	60.7	97.9	92.4	146.1	107.2	109.2	104.5	111.6	108.8	99.3	131.0	153.9	140.2	94.6	79.1	88.0	91.4	80.7	106.1	63.8	103.0
YER123W	1088.1	984.3	832.4	866.9	804.4	993.7	1287.0	951.3	914.8	964.3	974.1	987.5	1002.1	1073.7	1106.3	1043.2	985.5	1007.7	850.3	821.8	976.5	972.0	1144.4	1072.0	1012.4
YDL044C	1253.4	1320.5	1035.6	1217.5	1204.7	1234.8	1191.9	1171.3	1030.0	1086.0	1087.5	1052.3	1016.7	1075.8	1107.2	1067.3	1010.0	1017.2	986.5	1027.9	975.2	883.2	1029.1	1097.9	1073.5
YCR063W	905.5	1316.0	2137.8	2382.5	2465.2	2840.5	1942.3	1273.5	1120.3	1102.9	1019.1	738.6	613.7	566.6	565.6	778.3	835.2	776.6	834.7	708.0	478.8	335.9	429.3	426.2	593.1
YGL169W	836.8	1030.8	1773.7	2372.6	2524.9	3272.7	2460.9	1615.3	1458.0	1270.3	1133.1	868.8	640.2	433.7	438.8	574.9	686.9	1459.8	1429.3	1062.0	600.7	301.7	456.0	360.8	714.2
YDR345C	15624.6	19868.7	22849.8	21548.5	18921.5	5595.0	10332.6	12881.9	12266.5	11810.6	12201.7	12164.9	11428.8	10034.2	7576.7	13950.3	13708.1	12353.3	12492.6	13013.5	13720.2	11894.7	7884.6	12213.6	18613.7
YDR489W	881.4	1043.7	940.0	1120.3	1088.5	1157.8	621.1	863.3	942.4	887.8	945.6	954.5	1028.4	1126.4	1175.6	1141.0	967.4	924.6	901.1	951.5	1015.2	974.5	1006.0	694.7	706.2
YLR026C	603.6	657.0	549.5	694.3	863.2	1054.2	1109.4	730.4	673.0	676.2	690.4	692.3	691.4	762.4	663.8	633.9	641.4	669.7	719.7	664.5	688.7	644.2	768.0	602.8	552.9
YGR198W	3692.4	3838.7	3560.5	4173.8	3824.5	3344.1	1950.5	3148.6	3200.1	3293.7	3232.3	3139.2	3117.1	3123.9	3007.3	2610.0	2994.6	3265.5	3389.6	3148.0	2985.4	2351.6	2075.1	3244.6	2977.6
YIL042C	2708.8	2220.7	1082.4	871.4	654.5	414.7	900.2	756.0	1108.9	1057.3	1280.3	1463.3	1633.1	1967.9	2060.9	2519.4	2580.5	884.4	966.6	1237.9	1554.0	1551.4	1987.2	2645.2	2978.8
YLR364W	3485.5	3621.4	7928.9	9918.9	10960.8	7440.9	2493.6	3373.3	4148.6	4032.8	3982.4	3777.0	3468.9	2763.9	2858.5	3647.7	4514.0	4574.3	5048.2	4255.1	3725.7	3884.4	4432.0	2866.1	5074.5
YDL033C	792.7	1019.3	1098.6	1175.2	1156.9	1224.2	870.7	817.3	793.7	709.5	742.2	616.4	590.1	602.1	632.1	631.7	619.7	728.7	806.9	774.5	665.3	565.5	690.7	649.5	749.3
YML123C	168.4	184.5	526.4	1026.9	1576.4	2655.6	2080.9	556.4	415.5	386.6	367.1	275.9	212.1	126.9	136.8	212.4	180.0	386.4	408.6	333.0	225.0	109.2	212.8	105.8	126.3
YCR083W	3933.2	4200.2	3392.2	3388.4	3254.1	2078.5	3191.6	3332.7	3203.5	3155.6	3244.0	2992.2	3165.7	3543.1	4118.9	4775.4	6486.3	3604.0	4143.1	4220.1	4065.3	4056.6	4362.1	7153.2	9852.6
YHR011W	832.2	1085.1	743.8	728.1	678.3	715.2	470.7	885.8	794.9	768.6	822.2	856.1	834.3	829.6	879.9	1110.9	1077.7	734.6	755.0	721.5	653.4	597.8	702.3	651.5	904.0
YOR090C	2607.3	2140.0	1668.0	1372.6	1207.8	1139.6	1481.3	1741.4	2020.1	2015.0	2215.3	2135.5	2272.3	2536.6	2802.5	3078.8	2898.7	2171.2	2112.9	1981.5	2219.8	2597.6	2912.2	2882.2	3122.4
YDR192C	1051.1	1372.1	1140.5	1155.8	1302.6	1358.0	1248.3	1215.5	1186.1	1157.1	1114.9	1005.3	1003.8	1013.3	920.4	898.3	848.9	1017.3	1115.2	1081.3	975.3	734.6	739.1	746.0	862.1
YPL258C	2036.6	1271.0	797.8	930.8	1000.9	1138.3	1030.1	1881.2	1184.8	1167.0	1259.0	1067.7	1046.1	1084.6	1000.8	760.7	973.0	1110.6	1034.5	1037.6	918.6	681.4	796.1	976.3	707.1
YJL140W	5668.7	5663.2	4155.2	4031.6	3723.6	3454.7	3332.4	4687.0	4973.1	4739.8	4867.0	4984.2	5124.2	5243.6	5399.4	5529.3	5167.6	5550.0	6107.3	5895.1	5379.8	5219.1	5436.3	6228.6	6051.1
YDR416W	896.9	811.9	918.1	1038.8	1334.5	1505.7	980.3	844.2	849.7	787.4	789.6	721.2	658.3	684.3	721.3	793.3	663.0	911.9	981.0	872.5	777.4	673.6	809.6	686.5	692.4
YAL042W	6798.2	5891.3	5457.5	4740.8	5448.2	5329.1	6274.5	6957.1	7443.0	6863.4	7265.5	7142.3	6832.6	6411.4	6227.3	5951.8	5811.7	7102.8	7286.2	7171.8	7110.4	6321.8	6573.4	6667.5	6278.0
YGR205W	2413.1	2399.8	2162.4	1752.1	756.3	66.8	435.4	919.8	1912.5	2120.4	2370.5	2593.6	3037.7	3791.7	4344.4	4507.0	4192.1	1622.5	1639.2	2210.2	2865.7	2884.0	2767.1	2802.8	4306.2
YPL178W	4813.2	4516.5	3738.7	3917.2	4206.7	4234.5	4566.9	4156.1	4379.2	4423.5	4388.4	4289.8	4198.6	4174.3	4365.3	4194.9	3874.7	4300.5	4739.3	4650.1	4226.1	3780.6	3841.9	3860.1	3348.5
YER007C-A	5250.2	6137.4	6291.7	7377.7	7088.5	7546.2	7879.2	6769.1	7577.9	7905.4	7810.5	7056.3	6811.7	6446.8	5593.0	5918.3	5505.3	7770.7	7165.2	8037.8	6850.7	5576.1	4910.7	4174.5	4401.3
YLL033W	615.4	656.5	536.9	672.7	901.9	1102.2	929.1	611.6	624.0	561.7	541.1	503.6	427.3	403.0	384.2	448.1	501.8	564.4	672.9	534.2	381.5	327.8	449.9	438.1	650.8
YKL190W	6226.7	5986.7	5474.9	5037.5	4613.6	4099.9	5862.8	5992.0	6384.6	6487.9	6667.6	6369.2	6266.4	6002.6	7055.9	7260.6	7116.3	5898.8	6133.2	6581.5	6221.9	6125.1	7144.6	9341.8	8124.0
YBR197C	709.6	777.0	964.4	1239.0	1372.3	1599.4	1540.3	1043.2	1097.2	1023.8	1106.2	962.4	870.0	844.2	737.7	871.2	975.8	1023.2	1009.0	1018.9	905.5	699.8	820.0	657.5	879.2
YMR044W	2923.4	2624.0	1698.9	1833.5	2097.1	2379.3	2272.1	2331.6	2502.4	2643.7	2577.5	2750.0	2908.4	2961.8	3148.5	3019.1	2858.3	2259.4	2350.3	2476.3	2648.7	2496.2	2669.1	2279.5	2146.9
YOR076C	1690.2	1600.2	780.1	842.4	982.1	1138.8	1641.4	1622.2	1555.2	1613.8	1566.6	1565.3	1649.4	1738.0	1801.1	1692.4	1720.5	1695.1	1580.5	1745.5	1749.6	1667.4	1750.3	1959.1	1808.1
YLR020C	2139.7	2375.5	2310.7	2437.7	2295.8	2791.5	2656.9	2736.0	3038.3	2892.2	3194.6	3087.4	2787.9	2735.9	2426.7	2048.6	1753.1	3063.2	3013.8	2793.4	2661.1	2101.0	2177.2	1969.5	1620.1
YPR062W	11883.7	12384.0	11613.6	11966.6	12843.6	12305.1	10303.5	10132.5	10893.4	11074.1	10882.4	10590.3	10182.3	10478.4	11227.0	10795.8	10118.8	10986.7	11638.6	11872.8	11601.6	10267.9	11618.6	12527.1	12053.9
YEL061C	2355.8	2552.3	2125.0	1858.7	1684.3	1493.4	866.3	1045.8	1536.3	1652.8	1720.3	1776.1	1658.4	1771.5	1765.0	2371.9	2090.4	1696.5	1848.0	1676.5	1499.0	1576.4	1422.0	2095.7	2562.0
YLR260W	1167.7	1027.4	787.9	791.0	1036.1	1314.3	1500.1	1687.2	1423.8	1581.7	1440.2	1336.6	1235.2	1285.2	1129.1	1054.6	1180.9	1452.1	1435.5	1485.4	1642.3	1350.4	1479.3	1912.6	1457.6
YOR209C	4198.5	4075.3	4803.3	5276.8	5215.0	5805.3	7034.1	6177.6	4956.7	5194.8	5092.5	5130.8	4779.9	4566.5	4127.5	4099.3	3612.4	5584.8	5177.3	4892.3	4888.3	4485.1	4452.1	4307.4	3856.1
YLR396C	1706.0	1675.4	1211.6	1367.8	1826.5	1715.1	2054.8	1768.6	1667.9	1803.4	1682.7	1470.7	1534.1	1542.2	1528.9	1506.6	1351.7	1686.9	1762.7	1748.5	1692.0	1552.3	1690.3	1774.4	1630.5
YMR294W	909.0	917.0	683.0	683.6	845.5	878.0	943.8	747.5	838.9	851.8	793.9	782.2	747.5	910.1	911.8	975.5	993.9	747.3	777.6	769.4	846.6	803.4	960.7	923.5	890.0
YLR166C	2311.5	1743.3	1572.8	1376.4	1375.4	1691.3	1586.3	1633.7	2133.3	2079.2	2116.9	2302.9	2234.1	2144.2	2247.6	2341.7	2298.7	2482.7	2280.0	1875.1	2082.1	2225.6	2442.5	2275.3	2341.2
YIL044C	2429.7	1995.1	1538.5	1542.9	1804.5	2074.2	2738.6	2881.5	3682.5	3745.1	3569.3	3536.6	3453.7	3113.5	3055.9	2194.1	2111.5	3172.8	3227.8	3520.5	3365.0	3467.7	3773.4	3461.1	2529.9
YOR003W	6535.8	5464.0	3381.2	2156.0	967.4	390.1	496.3	709.7	1562.8	1631.6	1942.4	1990.5	2651.7	3907.6	6643.4	6121.1	5307.6	1141.6	1098.9	1606.1	2455.9	2975.2	5083.5	4434.6	3312.8
YNL233W	3615.9	3729.8	1805.9	1295.7	1298.6	1639.6	1604.6	1946.7	2434.8	2432.8	2505.2	2445.6	2529.1	2718.1	2786.8	2639.6	2122.1	2000.5	2053.1	2127.2	2307.0	2114.7	2399.7	2111.0	1853.6
YKL035W	13459.0	11140.1	6872.8	4541.3	2554.6	1736.9	3352.9	7283.1	9775.2	10422.2	11182.9	12625.1	14494.0	16721.0	18130.8	16697.1	16280.8	9618.0	9023.2	11314.5	14884.6	15878.8	16539.8	14389.6	15768.0
YGL057C	2720.8	2396.1	2210.9	2081.0	2000.7	1859.4	1441.2	1837.9	2056.6	2239.6	2195.1	2029.8	2066.1	2076.3	2495.3	2213.0	2338.2	2027.1	2098.2	1976.0	2067.4	1998.9	2454.0	2451.8	2687.3
YOL061W	4872.8	5398.4	6712.4	7715.4	7807.1	7813.5	6477.5	6145.4	5829.8	5641.3	5566.2	5249.4	4767.2	4309.9	3723.0	3886.0	3938.3	6217.0	6232.9	5537.4	4946.4	4077.0	3746.5	3716.2	4438.5
YKL053C-A	3573.9	3309.9	2287.3	2613.8	3448.9	2885.4	4861.8	3709.9	2907.9	3020.3	3234.4	3478.9	3669.8	3939.2	4278.3	4296.4	4044.6	3315.5	3723.9	3929.0	4056.9	4169.1	4626.7	4298.0	3974.0
YER124C	5405.9	5337.3	5291.3	5461.3	6203.6	6451.3	3450.4	4621.4	4768.7	4477.4	4533.3	4797.0	4193.0	3762.2	5135.6	6485.1	7553.0	4733.2	4728.3	4147.5	4029.4	4042.2	4555.1	4276.1	5774.4
YBL068W	1712.0	2941.2	5071.6	6198.6	7243.8	7664.5	6555.8	5517.8	4441.8	4290.0	3874.7	2926.0	2287.6	1431.8	811.6	977.0	1151.8	4732.4	4962.9	3971.0	2934.7	1574.0	836.3	944.4	1299.9
YPL272C	1298.8	682.1	308.6	399.5	520.0	656.3	1382.4	1484.8	724.6	776.3	772.0	810.9	944.9	959.2	880.7	568.9	674.4	597.6	588.7	726.0	776.0	638.7	725.2	972.6	909.3
YDR099W	13318.6	10706.4	8801.0	7041.7	4557.2	3024.5	7804.7	9244.3	8448.7	9174.7	9133.4	9516.8	10265.4	10883.4	13136.4	13752.9	14877.7	8042.1	7516.8	8472.8	9431.0	10758.8	12778.0	14848.1	15114.2
YMR318C	7935.3	7984.2	7730.9	8235.9	8585.5	9477.9	8794.6	8508.0	8978.5	9025.8	8864.4	8442.2	8285.4	7933.1	7482.3	8511.6	8630.0	8818.1	8630.0	9091.0	9068.5	8082.8	8619.6	8763.3	6891.1
YGL153W	2140.7	2043.0	1612.9	1577.5	1677.1	1570.4	2423.5	2592.6	2121.0	2300.7	2307.6	2213.0	2283.2	2498.5	2391.0	2231.0	2342.1	1990.2	2206.4	2385.9	2425.6	2136.3	2318.3	2480.5	2425.6
YKR088C	4645.8	4529.3	3455.6	3357.3	2892.1	2715.0	3919.4	3995.7	4606.5	4437.4	4962.2	4814.6	4865.9	5160.7	5612.7	5697.9	4669.3	4682.7	4659.8	5028.3	5001.3	4756.2	5630.9	5268.5	4166.0
YGR168C	1091.3	901.2	664.0	717.7	848.6	1177.4	1500.7	1177.8	873.8	913.0	876.3	811.8	843.4	926.8	1007.6	1168.3	1125.2	981.4	1004.5	960.3	965.5	933.6	1134.2	1277.8	1115.9
YDL199C	1176.0	1001.9	420.9	260.6	184.0	119.9	280.5	374.2	602.2	584.9	756.5	920.2	1215.4	1741.4	1660.2	1550.3	1503.7	524.2	555.7	746.4	1311.5	1371.9	1232.8	1357.7	1779.9
YKL045W	3659.1	2841.2	1426.0	1002.4	874.6	789.3	887.0	2288.1	2015.3	2214.7	2142.3	2117.4	2244.4	2522.2	2648.7	2101.8	1546.3	2004.4	2055.1	2126.9	2253.4	2194.6	2601.0	2842.5	2663.4
YIL009C-A	2025.1	1889.2	1038.7	978.2	1203.2	1248.8	2334.6	2003.7	2238.6	2124.0	2198.6	2152.1	2151.0	2224.3	2417.2	2631.2	2629.6	2236.1	2463.9	2562.1	2545.4	2584.3	3452.6	3456.4	2400.1
YFL030W	1762.9	1560.3	1063.1	852.2	686.7	496.4	783.6	696.5	721.5	781.7	911.1	980.0	1261.1	1822.2	2445.3	2441.1	2910.5	695.4	744.7	966.2	1344.3	1602.5	2084.7	2764.2	5182.2
YER139C	723.6	576.1	496.1	494.9	481.3	648.2	1015.8	559.9	672.5	714.3	696.3	759.3	804.0	863.3	984.7	1175.5	1150.7	643.3	589.0	699.0	877.1	1083.4	1578.4	1194.1	1049.3
YKL015W	1736.2	1827.4	1713.3	1813.8	1818.4	1820.8	2710.7	2035.9	1769.0	1824.9	1692.0	1485.8	1479.5	1446.0	1627.7	1424.1	1560.0	1968.3	1943.7	1774.2	1622.5	1604.6	1939.6	2530.0	2039.3
YER019C-A	10594.2	11046.5	9731.3	10003.6	10674.8	10766.4	11663.8	11323.9	9636.0	9252.0	9527.0	9015.2	8742.2	8371.1	8866.3	9841.9	9482.6	10888.1	11890.0	11171.7	10366.0	9502.0	10113.7	11568.8	10534.2
YPR187W	6306.8	9076.2	10612.2	12078.0	12530.2	12619.0	10218.3	9503.6	8729.8	8349.7	7853.1	7639.5	6334.9	5231.4	4193.4	4714.6	5169.6	10066.7	11182.7	8747.4	6930.3	5281.8	4799.2	5004.2	5141.4
YCL039W	4936.8	4177.6	1726.9	1122.9	874.4	822.7	1401.2	1849.3	2386.8	2551.5	2613.0	2874.3	3360.9	4136.8	4998.4	5308.0	5273.5	2109.6	2180.9	2549.8	3400.2	3768.4	4386.6	6124.1	5781.6
YCL037C	1430.5	3418.6	8846.9	10179.1	9349.7	10601.0	9282.7	7228.6	7521.1	6256.0	5674.9	4236.8	3072.3	1848.4	831.1	954.1	1125.8	6621.6	5861.9	5393.7	3979.6	2351.0	907.4	471.6	768.0
YLR139C	864.6	839.4	787.9	852.6	797.1	902.4	626.4	558.7	729.5	715.1	765.9	801.8	830.2	864.0	853.3	799.9	711.7	601.2	592.7	539.1	493.5	415.2	409.6	367.4	466.3
YPR193C	1019.8	856.4	377.1	276.2	241.2	189.4	490.5	360.4	630.1	567.0	683.4	738.2	835.3	1178.2	1354.5	1366.1	1424.4	345.5	381.8	703.5	710.0	740.7	1256.6	1938.9	1322.9
YOR319W	1219.6	1553.9	1553.3	1770.6	2130.5	2473.9	2697.3	1414.6	1340.6	1286.6	1120.7	1029.7	882.8	913.9	952.3	1124.6	1249.8	1692.2	1871.7	1538.8	1289.0	1398.0	1779.1	1385.9	1727.6
YHR149C	3502.3	3721.5	2345.9	2008.6	1998.2	2567.3	1913.7	3070.9	2249.6	2066.3	2005.6	1889.4	1607.8	1567.6	1698.8	1590.7	1419.4	2139.0	2245.3	1810.1	1282.8	969.9	1255.8	1413.7	1798.3
YNL263C	5443.3	4947.8	3986.5	3511.0	3168.2	2966.9	3900.9	5268.3	5265.2	5147.0	5364.4	5288.0	5429.2	5481.2	5636.0	4854.3	4485.8	5075.4	5021.2	5009.3	5396.4	4911.6	5410.6	5048.2	5038.2
YLR237W	2155.2	1980.1	2608.7	2815.1	3197.8	5037.3	3211.4	2587.9	1770.0	1662.2	1678.9	1523.0	1398.6	1352.8	1531.3	2048.8	2071.3	1434.5	1464.2	1577.2	1339.0	1146.1	1529.6	2243.0	1938.1
YLR454W	7895.5	7840.9	5989.7	5049.1	3133.3	1461.0	3031.0	4365.6	4752.8	4414.4	4805.4	5484.5	5673.8	6790.0	7760.7	7858.7	7800.7	4515.9	4864.6	4207.2	4981.9	5592.6	6992.2	8201.1	8428.7
YKL162C	730.1	805.4	305.2	186.4	146.1	86.8	216.8	273.6	383.7	375.3	438.9	503.2	660.1	938.8	921.6	895.6	883.4	358.6	375.5	525.9	778.0	720.0	729.8	708.2	886.5
YDR100W	6096.2	5644.2	4292.4	3212.2	2380.4	1236.1	2690.6	3889.5	5168.5	5047.2	5657.7	6085.0	6619.9	7233.3	8320.5	8582.9	8068.8	4759.5	5031.9	5689.4	6029.0	6226.4	7220.4	8079.7	7803.1
YDR322C-A	9189.6	8459.7	5691.3	5460.0	5990.4	5041.5	6171.2	5951.6	5576.5	5672.3	5871.4	6057.0	6499.6	7160.2	7805.9	8850.8	8799.6	8036.4	9794.0	8649.0	8317.6	9277.4	11113.8	12277.8	11913.5
YGL094C	3243.0	3624.7	3035.4	2501.8	1814.0	1651.6	1949.0	2044.5	2992.4	3299.3	3126.1	3148.2	3242.0	3663.5	3943.9	4242.9	3638.2	2555.5	2381.4	2856.1	2843.3	2804.1	2396.3	3431.6	3229.5
YPL245W	1764.0	2143.0	2218.8	2772.0	2897.4	3605.4	3841.1	3585.8	2815.3	2783.3	2753.4	2281.4	1999.5	1850.6	1377.9	1460.4	1461.5	2979.1	3021.0	2684.8	2243.3	1543.6	1100.5	1455.0	1410.5
YHR036W	712.5	630.6	579.5	617.7	599.3	544.3	360.7	599.5	537.5	527.4	548.0	507.2	490.1	535.1	540.5	542.5	569.3	600.1	571.3	532.0	459.0	365.5	446.1	446.0	563.0
YPR174C	2301.5	2143.8	1325.8	1274.5	1355.6	1216.5	1711.4	2245.6	2073.6	2071.6	2013.2	1739.4	1673.4	1807.4	1691.4	2045.5	1595.7	1356.8	1701.2	1904.7	1418.3	1278.9	1582.8	2432.5	1859.9
YJL056C	747.4	665.6	769.0	989.4	1143.8	1550.3	1764.0	807.9	742.7	745.5	682.9	594.6	517.6	539.5	492.7	501.8	619.4	769.5	794.6	762.4	702.5	513.8	804.2	838.9	822.8
YML065W	1724.8	1916.2	1889.3	1904.7	1804.4	2009.1	1639.8	1457.0	1756.1	1774.0	1636.0	1588.9	1490.8	1430.7	1388.1	1454.6	1410.5	2192.1	2265.4	1827.2	1557.3	1372.8	1094.4	1263.0	1801.0
YMR282C	1459.7	1208.3	1037.1	1125.7	1295.2	1297.1	995.9	1320.0	1207.9	1301.3	1232.4	1146.4	1169.9	1101.3	1111.3	798.1	758.6	1360.2	1404.0	1213.2	1159.7	978.6	869.6	731.2	817.1
YAL017W	4519.3	4543.3	3008.5	1513.4	793.0	534.7	1955.2	2126.8	2902.9	3451.7	3538.2	3865.7	4409.6	5143.4	5707.5	6612.8	6093.6	2620.4	2539.6	2966.4	4373.4	4569.5	4153.0	4821.8	4804.7
YOL097C	4419.7	5880.6	7130.3	8272.7	8057.7	8070.4	8189.6	7556.4	7504.7	7915.5	7569.3	7323.9	6787.9	6442.4	4633.4	4197.6	3642.7	8193.3	7767.8	7451.6	7245.8	5943.9	4745.2	3801.7	3210.3
YKR087C	2026.3	1881.2	1491.4	1494.9	1570.6	1669.0	1557.6	1444.8	1642.9	1648.0	1686.7	1668.9	1682.5	1865.5	2066.1	1787.7	1685.8	1602.8	1552.4	1722.6	1840.2	1912.7	2072.6	1785.5	1753.8
YOR341W	1915.3	2483.3	8123.9	10506.8	11299.3	12292.7	10414.0	7850.8	6205.5	6328.4	5118.4	4072.3	3366.0	2007.2	481.9	716.0	1026.9	6251.3	6274.1	5906.7	4932.9	3037.0	429.6	255.3	1113.0
YJL083W	878.0	522.9	527.3	484.5	407.5	432.3	474.6	390.8	458.8	408.8	454.9	477.6	541.7	655.0	686.1	660.8	634.3	379.9	366.0	531.7	724.6	801.5	657.3	752.9	1057.5
YKL002W	6540.9	5524.7	3169.5	2520.3	2053.9	1904.9	3551.3	4065.3	4275.4	4128.7	4479.1	4740.8	4951.2	5623.3	6551.1	6454.5	6007.2	3892.9	4375.6	4602.4	5056.6	5531.0	6531.1	7167.1	7038.3
YCR075W-A	4938.1	5204.3	3159.3	2314.8	1649.8	1060.4	1651.3	1963.8	3123.2	3066.8	3130.5	3457.2	3531.6	3907.3	4978.1	5315.8	4923.9	2997.8	3502.8	3420.4	3632.2	4049.2	4903.3	4779.4	4568.8
YDR364C	830.5	1154.1	1619.4	1988.0	2119.0	2529.3	1381.9	1218.2	1211.1	1215.2	1149.9	946.5	856.7	769.3	793.1	922.9	941.2	1291.8	1251.2	1053.7	914.0	696.5	786.4	725.5	896.4
YKL089W	2075.8	2194.0	1056.2	1055.3	1298.0	1207.6	1704.7	1509.5	1399.9	1499.1	1377.3	1333.1	1365.7	1360.7	1538.0	1687.0	1507.4	1261.6	1396.8	1502.0	1434.6	1311.8	1711.3	1719.0	1571.1
YJR083C	1428.4	1090.7	534.1	538.6	581.9	483.2	625.4	760.0	989.0	1049.3	1057.9	1151.7	1254.5	1454.8	1528.0	1424.6	1434.0	875.4	881.9	1138.9	1380.2	1408.6	1422.7	1423.8	1326.7
YLR433C	1223.5	1040.7	1098.0	970.3	907.6	1245.9	1120.2	1355.0	1536.4	1756.0	1624.1	1326.5	1248.6	1152.6	1004.3	1087.8	1189.6	1466.9	1415.5	1361.6	1307.7	904.3	818.3	1016.4	1262.9
YGR266W	3255.4	2902.9	2289.5	1841.2	1604.4	1697.3	2660.8	2223.6	2885.5	3001.3	2790.2	2905.5	2936.9	3379.5	3582.8	3823.3	4552.0	2202.3	2459.0	2513.6	2759.8	2477.1	2721.7	2721.1	2716.0
YOR174W	1870.7	1722.2	1187.7	1211.9	1395.9	1419.9	1876.2	1915.7	2078.8	2186.6	2108.7	1954.8	1927.8	2098.2	1942.8	1559.6	1431.2	1898.9	2039.1	2300.8	2132.2	1886.4	1917.3	1825.2	1622.9
